track	list_id	go_id	namespace	n_genes	ic	ic_bin	category	name
insect	SYN_GO0014016	GO:0014016	biological_process	43	7.185	deep	specific	neuroblast differentiation
insect	SYN_GO0008586	GO:0008586	biological_process	41	7.254	deep	specific	imaginal disc-derived wing vein morphogenesis
insect	SYN_GO0099111	GO:0099111	biological_process	59	6.729	deep	other	microtubule-based transport
insect	SYN_GO0045787	GO:0045787	biological_process	55	6.830	deep	other	positive regulation of cell cycle
insect	SYN_GO0010948	GO:0010948	biological_process	52	6.911	deep	other	negative regulation of cell cycle process
insect	SYN_GO0099003	GO:0099003	biological_process	49	6.997	deep	other	vesicle-mediated transport in synapse
insect	SYN_GO1901988	GO:1901988	biological_process	47	7.057	deep	other	negative regulation of cell cycle phase transition
insect	SYN_GO0006915	GO:0006915	biological_process	45	7.120	deep	other	apoptotic process
insect	SYN_GO0001539	GO:0001539	biological_process	44	7.152	deep	other	cilium or flagellum-dependent cell motility
insect	SYN_GO0072657	GO:0072657	biological_process	41	7.254	deep	other	protein localization to membrane
insect	SYN_GO0022857	GO:0022857	molecular_function	242	4.693	shallow	other	transmembrane transporter activity
insect	SYN_GO0038023	GO:0038023	molecular_function	210	4.897	shallow	other	signaling receptor activity
insect	SYN_GO0003700	GO:0003700	molecular_function	169	5.211	shallow	other	DNA-binding transcription factor activity
insect	SYN_GO0016301	GO:0016301	molecular_function	156	5.326	shallow	other	kinase activity
insect	SYN_GO0016773	GO:0016773	molecular_function	146	5.422	shallow	other	phosphotransferase activity, alcohol group as acceptor
insect	SYN_GO0008092	GO:0008092	molecular_function	142	5.462	shallow	other	cytoskeletal protein binding
insect	SYN_GO0000976	GO:0000976	molecular_function	140	5.482	shallow	other	transcription cis-regulatory region binding
insect	SYN_GO0016491	GO:0016491	molecular_function	135	5.535	shallow	other	oxidoreductase activity
insect	SYN_GO0008324	GO:0008324	molecular_function	122	5.681	mid	other	monoatomic cation transmembrane transporter activity
insect	SYN_GO0022836	GO:0022836	molecular_function	109	5.843	mid	other	gated channel activity
insect	SYN_GO0044877	GO:0044877	molecular_function	95	6.042	mid	other	protein-containing complex binding
insect	SYN_GO0004674	GO:0004674	molecular_function	90	6.120	mid	other	protein serine/threonine kinase activity
insect	SYN_GO0046982	GO:0046982	molecular_function	77	6.345	mid	other	protein heterodimerization activity
insect	SYN_GO0030545	GO:0030545	molecular_function	71	6.462	mid	other	signaling receptor regulator activity
insect	SYN_GO0030546	GO:0030546	molecular_function	66	6.567	mid	other	signaling receptor activator activity
insect	SYN_GO0051020	GO:0051020	molecular_function	64	6.612	mid	other	GTPase binding
insect	SYN_GO0016757	GO:0016757	molecular_function	58	6.753	deep	other	glycosyltransferase activity
insect	SYN_GO0030695	GO:0030695	molecular_function	55	6.830	deep	other	GTPase regulator activity
insect	SYN_GO0043169	GO:0043169	molecular_function	53	6.884	deep	other	cation binding
insect	SYN_GO0046872	GO:0046872	molecular_function	51	6.939	deep	other	metal ion binding
insect	SYN_GO0016462	GO:0016462	molecular_function	50	6.968	deep	other	pyrophosphatase activity
insect	SYN_GO0016758	GO:0016758	molecular_function	47	7.057	deep	other	hexosyltransferase activity
insect	SYN_GO0017022	GO:0017022	molecular_function	43	7.185	deep	other	myosin binding
insect	SYN_GO0004518	GO:0004518	molecular_function	43	7.185	deep	other	nuclease activity
insect	SYN_GO0097708	GO:0097708	cellular_component	249	4.652	shallow	other	intracellular vesicle
insect	SYN_GO0098796	GO:0098796	cellular_component	233	4.747	shallow	other	membrane protein complex
insect	SYN_GO0015630	GO:0015630	cellular_component	183	5.096	shallow	other	microtubule cytoskeleton
insect	SYN_GO0036477	GO:0036477	cellular_component	157	5.317	shallow	other	somatodendritic compartment
insect	SYN_GO0098793	GO:0098793	cellular_component	143	5.452	shallow	other	presynapse
insect	SYN_GO0099512	GO:0099512	cellular_component	128	5.612	shallow	other	supramolecular fiber
insect	SYN_GO0071013	GO:0071013	cellular_component	112	5.804	shallow	other	catalytic step 2 spliceosome
insect	SYN_GO0005635	GO:0005635	cellular_component	102	5.939	shallow	other	nuclear envelope
insect	SYN_GO0061695	GO:0061695	cellular_component	95	6.042	mid	other	transferase complex, transferring phosphorus-containing groups
insect	SYN_GO0031966	GO:0031966	cellular_component	82	6.254	mid	other	mitochondrial membrane
insect	SYN_GO0098827	GO:0098827	cellular_component	79	6.308	mid	other	endoplasmic reticulum subcompartment
insect	SYN_GO0015629	GO:0015629	cellular_component	77	6.345	mid	other	actin cytoskeleton
insect	SYN_GO0044306	GO:0044306	cellular_component	72	6.442	mid	other	neuron projection terminus
insect	SYN_GO0099513	GO:0099513	cellular_component	68	6.524	mid	other	polymeric cytoskeletal fiber
insect	SYN_GO0000793	GO:0000793	cellular_component	64	6.612	mid	other	condensed chromosome
insect	SYN_GO0030312	GO:0030312	cellular_component	60	6.705	mid	other	external encapsulating structure
insect	SYN_GO0045179	GO:0045179	cellular_component	55	6.830	deep	other	apical cortex
insect	SYN_GO0005764	GO:0005764	cellular_component	54	6.857	deep	other	lysosome
insect	SYN_GO0009925	GO:0009925	cellular_component	49	6.997	deep	other	basal plasma membrane
insect	SYN_GO0031012	GO:0031012	cellular_component	47	7.057	deep	other	extracellular matrix
insect	SYN_GO0070603	GO:0070603	cellular_component	44	7.152	deep	other	SWI/SNF superfamily-type complex
insect	SYN_GO0000792	GO:0000792	cellular_component	43	7.185	deep	other	heterochromatin
insect	SYN_GO0000779	GO:0000779	cellular_component	42	7.219	deep	other	condensed chromosome, centromeric region
insect	SYN_GO0005912	GO:0005912	cellular_component	40	7.290	deep	other	adherens junction
plant_rice	SYN_GO0008152	GO:0008152	biological_process	235	2.179	shallow	conserved	metabolic process
plant_rice	SYN_GO0044238	GO:0044238	biological_process	173	2.621	shallow	conserved	primary metabolic process
plant_rice	SYN_GO0009058	GO:0009058	biological_process	134	2.989	shallow	conserved	biosynthetic process
plant_rice	SYN_GO0043170	GO:0043170	biological_process	104	3.355	shallow	conserved	macromolecule metabolic process
plant_rice	SYN_GO0032502	GO:0032502	biological_process	147	2.856	shallow	specific	developmental process
plant_rice	SYN_GO0048856	GO:0048856	biological_process	146	2.865	shallow	specific	anatomical structure development
plant_rice	SYN_GO0032501	GO:0032501	biological_process	146	2.865	shallow	specific	multicellular organismal process
plant_rice	SYN_GO0007275	GO:0007275	biological_process	136	2.968	shallow	specific	multicellular organism development
plant_rice	SYN_GO0048731	GO:0048731	biological_process	101	3.397	shallow	specific	system development
plant_rice	SYN_GO0022414	GO:0022414	biological_process	91	3.547	shallow	specific	reproductive process
plant_rice	SYN_GO0009791	GO:0009791	biological_process	84	3.663	shallow	specific	post-embryonic development
plant_rice	SYN_GO0050794	GO:0050794	biological_process	179	2.571	shallow	other	regulation of cellular process
plant_rice	SYN_GO0006950	GO:0006950	biological_process	155	2.779	shallow	other	response to stress
plant_rice	SYN_GO0042221	GO:0042221	biological_process	138	2.947	shallow	other	response to chemical
plant_rice	SYN_GO0009628	GO:0009628	biological_process	116	3.197	shallow	other	response to abiotic stimulus
plant_rice	SYN_GO0048583	GO:0048583	biological_process	111	3.261	shallow	other	regulation of response to stimulus
plant_rice	SYN_GO1901700	GO:1901700	biological_process	107	3.314	shallow	other	response to oxygen-containing compound
plant_rice	SYN_GO0019222	GO:0019222	biological_process	100	3.411	shallow	other	regulation of metabolic process
plant_rice	SYN_GO0071840	GO:0071840	biological_process	99	3.426	shallow	other	cellular component organization or biogenesis
plant_rice	SYN_GO0003006	GO:0003006	biological_process	71	3.905	mid	specific	developmental process involved in reproduction
plant_rice	SYN_GO0061458	GO:0061458	biological_process	68	3.968	mid	specific	reproductive system development
plant_rice	SYN_GO0048608	GO:0048608	biological_process	68	3.968	mid	specific	reproductive structure development
plant_rice	SYN_GO0048367	GO:0048367	biological_process	67	3.989	mid	specific	shoot system development
plant_rice	SYN_GO0099402	GO:0099402	biological_process	59	4.173	mid	specific	plant organ development
plant_rice	SYN_GO0050793	GO:0050793	biological_process	83	3.680	mid	other	regulation of developmental process
plant_rice	SYN_GO0009719	GO:0009719	biological_process	78	3.770	mid	other	response to endogenous stimulus
plant_rice	SYN_GO0016043	GO:0016043	biological_process	76	3.807	mid	other	cellular component organization
plant_rice	SYN_GO0051716	GO:0051716	biological_process	72	3.885	mid	other	cellular response to stimulus
plant_rice	SYN_GO0006355	GO:0006355	biological_process	71	3.905	mid	other	regulation of DNA-templated transcription
plant_rice	SYN_GO2001141	GO:2001141	biological_process	71	3.905	mid	other	regulation of RNA biosynthetic process
plant_rice	SYN_GO0009266	GO:0009266	biological_process	64	4.055	mid	other	response to temperature stimulus
plant_rice	SYN_GO0051179	GO:0051179	biological_process	58	4.197	mid	other	localization
plant_rice	SYN_GO0006629	GO:0006629	biological_process	48	4.470	deep	conserved	lipid metabolic process
plant_rice	SYN_GO0009059	GO:0009059	biological_process	47	4.501	deep	conserved	macromolecule biosynthetic process
plant_rice	SYN_GO0044281	GO:0044281	biological_process	43	4.629	deep	conserved	small molecule metabolic process
plant_rice	SYN_GO0005975	GO:0005975	biological_process	42	4.663	deep	conserved	carbohydrate metabolic process
plant_rice	SYN_GO0090567	GO:0090567	biological_process	50	4.411	deep	specific	reproductive shoot system development
plant_rice	SYN_GO0009653	GO:0009653	biological_process	46	4.532	deep	specific	anatomical structure morphogenesis
plant_rice	SYN_GO0009908	GO:0009908	biological_process	42	4.663	deep	specific	flower development
plant_rice	SYN_GO0044419	GO:0044419	biological_process	55	4.274	deep	other	biological process involved in interspecies interaction between organisms
plant_rice	SYN_GO0080134	GO:0080134	biological_process	54	4.300	deep	other	regulation of response to stress
plant_rice	SYN_GO0043207	GO:0043207	biological_process	52	4.355	deep	other	response to external biotic stimulus
plant_rice	SYN_GO0009893	GO:0009893	biological_process	45	4.563	deep	other	positive regulation of metabolic process
plant_rice	SYN_GO0006952	GO:0006952	biological_process	44	4.596	deep	other	defense response
plant_rice	SYN_GO0010604	GO:0010604	biological_process	42	4.663	deep	other	positive regulation of macromolecule metabolic process
plant_rice	SYN_GO0010646	GO:0010646	biological_process	42	4.663	deep	other	regulation of cell communication
plant_rice	SYN_GO0051239	GO:0051239	biological_process	41	4.698	deep	other	regulation of multicellular organismal process
plant_rice	SYN_GO0016740	GO:0016740	molecular_function	131	3.022	shallow	other	transferase activity
plant_rice	SYN_GO0016491	GO:0016491	molecular_function	89	3.579	shallow	other	oxidoreductase activity
plant_rice	SYN_GO0140096	GO:0140096	molecular_function	70	3.926	mid	other	catalytic activity, acting on a protein
plant_rice	SYN_GO0016746	GO:0016746	molecular_function	58	4.197	mid	other	acyltransferase activity
plant_rice	SYN_GO0016787	GO:0016787	molecular_function	50	4.411	mid	other	hydrolase activity
plant_rice	SYN_GO0003676	GO:0003676	molecular_function	48	4.470	deep	other	nucleic acid binding
plant_rice	SYN_GO0003677	GO:0003677	molecular_function	43	4.629	deep	other	DNA binding
plant_rice	SYN_GO0016772	GO:0016772	molecular_function	40	4.733	deep	other	transferase activity, transferring phosphorus-containing groups
plant_rice	SYN_GO0005737	GO:0005737	cellular_component	243	2.131	shallow	other	cytoplasm
plant_rice	SYN_GO0016020	GO:0016020	cellular_component	149	2.836	shallow	other	membrane
plant_rice	SYN_GO0071944	GO:0071944	cellular_component	84	3.663	mid	other	cell periphery
plant_rice	SYN_GO0005886	GO:0005886	cellular_component	83	3.680	mid	other	plasma membrane
plant_rice	SYN_GO0012505	GO:0012505	cellular_component	57	4.222	deep	other	endomembrane system
plant_rice	SYN_GO0031090	GO:0031090	cellular_component	55	4.274	deep	other	organelle membrane
plant_arabidopsis	SYN_GO1901135	GO:1901135	biological_process	246	5.774	shallow	conserved	carbohydrate derivative metabolic process
plant_arabidopsis	SYN_GO0022402	GO:0022402	biological_process	215	5.968	shallow	conserved	cell cycle process
plant_arabidopsis	SYN_GO0006793	GO:0006793	biological_process	193	6.124	shallow	conserved	phosphorus metabolic process
plant_arabidopsis	SYN_GO0006796	GO:0006796	biological_process	184	6.193	shallow	conserved	phosphate-containing compound metabolic process
plant_arabidopsis	SYN_GO0016071	GO:0016071	biological_process	163	6.367	shallow	conserved	mRNA metabolic process
plant_arabidopsis	SYN_GO0016051	GO:0016051	biological_process	145	6.536	shallow	conserved	carbohydrate biosynthetic process
plant_arabidopsis	SYN_GO0070647	GO:0070647	biological_process	134	6.650	shallow	conserved	protein modification by small protein conjugation or removal
plant_arabidopsis	SYN_GO1901137	GO:1901137	biological_process	127	6.728	shallow	conserved	carbohydrate derivative biosynthetic process
plant_arabidopsis	SYN_GO0009826	GO:0009826	biological_process	247	5.768	shallow	specific	unidimensional cell growth
plant_arabidopsis	SYN_GO0021700	GO:0021700	biological_process	201	6.065	shallow	specific	developmental maturation
plant_arabidopsis	SYN_GO0090698	GO:0090698	biological_process	194	6.116	shallow	specific	post-embryonic plant morphogenesis
plant_arabidopsis	SYN_GO0010073	GO:0010073	biological_process	169	6.315	shallow	specific	meristem maintenance
plant_arabidopsis	SYN_GO0010016	GO:0010016	biological_process	151	6.478	shallow	specific	shoot system morphogenesis
plant_arabidopsis	SYN_GO0009860	GO:0009860	biological_process	133	6.661	shallow	specific	pollen tube growth
plant_arabidopsis	SYN_GO0010087	GO:0010087	biological_process	126	6.739	shallow	specific	phloem or xylem histogenesis
plant_arabidopsis	SYN_GO0090697	GO:0090697	biological_process	121	6.797	shallow	specific	post-embryonic plant organ morphogenesis
plant_arabidopsis	SYN_GO0051254	GO:0051254	biological_process	249	5.756	shallow	other	positive regulation of RNA metabolic process
plant_arabidopsis	SYN_GO0045893	GO:0045893	biological_process	223	5.915	shallow	other	positive regulation of DNA-templated transcription
plant_arabidopsis	SYN_GO0045229	GO:0045229	biological_process	204	6.044	shallow	other	external encapsulating structure organization
plant_arabidopsis	SYN_GO0042594	GO:0042594	biological_process	185	6.185	shallow	other	response to starvation
plant_arabidopsis	SYN_GO0009751	GO:0009751	biological_process	166	6.341	shallow	other	response to salicylic acid
plant_arabidopsis	SYN_GO0046907	GO:0046907	biological_process	143	6.556	shallow	other	intracellular transport
plant_arabidopsis	SYN_GO0002682	GO:0002682	biological_process	122	6.785	shallow	other	regulation of immune system process
plant_arabidopsis	SYN_GO0009832	GO:0009832	biological_process	113	6.896	shallow	other	plant-type cell wall biogenesis
plant_arabidopsis	SYN_GO0019748	GO:0019748	biological_process	107	6.975	mid	conserved	secondary metabolic process
plant_arabidopsis	SYN_GO0006310	GO:0006310	biological_process	98	7.101	mid	conserved	DNA recombination
plant_arabidopsis	SYN_GO0019760	GO:0019760	biological_process	91	7.208	mid	conserved	glucosinolate metabolic process
plant_arabidopsis	SYN_GO0006753	GO:0006753	biological_process	86	7.290	mid	conserved	nucleoside phosphate metabolic process
plant_arabidopsis	SYN_GO0019941	GO:0019941	biological_process	79	7.412	mid	conserved	modification-dependent protein catabolic process
plant_arabidopsis	SYN_GO0034655	GO:0034655	biological_process	73	7.526	mid	conserved	nucleobase-containing compound catabolic process
plant_arabidopsis	SYN_GO0000377	GO:0000377	biological_process	69	7.608	mid	conserved	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
plant_arabidopsis	SYN_GO0006066	GO:0006066	biological_process	64	7.716	mid	conserved	alcohol metabolic process
plant_arabidopsis	SYN_GO0009845	GO:0009845	biological_process	106	6.988	mid	specific	seed germination
plant_arabidopsis	SYN_GO0048466	GO:0048466	biological_process	98	7.101	mid	specific	androecium development
plant_arabidopsis	SYN_GO0098727	GO:0098727	biological_process	86	7.290	mid	specific	maintenance of cell number
plant_arabidopsis	SYN_GO0009738	GO:0009738	biological_process	81	7.376	mid	specific	abscisic acid-activated signaling pathway
plant_arabidopsis	SYN_GO0009561	GO:0009561	biological_process	77	7.449	mid	specific	megagametogenesis
plant_arabidopsis	SYN_GO0010101	GO:0010101	biological_process	75	7.487	mid	specific	post-embryonic root morphogenesis
plant_arabidopsis	SYN_GO0009867	GO:0009867	biological_process	71	7.566	mid	specific	jasmonic acid mediated signaling pathway
plant_arabidopsis	SYN_GO0048653	GO:0048653	biological_process	69	7.608	mid	specific	anther development
plant_arabidopsis	SYN_GO0006811	GO:0006811	biological_process	107	6.975	mid	other	monoatomic ion transport
plant_arabidopsis	SYN_GO0071482	GO:0071482	biological_process	99	7.087	mid	other	cellular response to light stimulus
plant_arabidopsis	SYN_GO0009637	GO:0009637	biological_process	94	7.162	mid	other	response to blue light
plant_arabidopsis	SYN_GO0000226	GO:0000226	biological_process	86	7.290	mid	other	microtubule cytoskeleton organization
plant_arabidopsis	SYN_GO0023056	GO:0023056	biological_process	79	7.412	mid	other	positive regulation of signaling
plant_arabidopsis	SYN_GO0046686	GO:0046686	biological_process	75	7.487	mid	other	response to cadmium ion
plant_arabidopsis	SYN_GO0022613	GO:0022613	biological_process	71	7.566	mid	other	ribonucleoprotein complex biogenesis
plant_arabidopsis	SYN_GO0070828	GO:0070828	biological_process	64	7.716	mid	other	heterochromatin organization
plant_arabidopsis	SYN_GO0000278	GO:0000278	biological_process	59	7.833	deep	conserved	mitotic cell cycle
plant_arabidopsis	SYN_GO0170038	GO:0170038	biological_process	56	7.909	deep	conserved	proteinogenic amino acid biosynthetic process
plant_arabidopsis	SYN_GO0000959	GO:0000959	biological_process	54	7.961	deep	conserved	mitochondrial RNA metabolic process
plant_arabidopsis	SYN_GO0006351	GO:0006351	biological_process	50	8.072	deep	conserved	DNA-templated transcription
plant_arabidopsis	SYN_GO0046486	GO:0046486	biological_process	48	8.131	deep	conserved	glycerolipid metabolic process
plant_arabidopsis	SYN_GO0070918	GO:0070918	biological_process	45	8.224	deep	conserved	regulatory ncRNA processing
plant_arabidopsis	SYN_GO0009308	GO:0009308	biological_process	44	8.257	deep	conserved	amine metabolic process
plant_arabidopsis	SYN_GO1903047	GO:1903047	biological_process	41	8.359	deep	conserved	mitotic cell cycle process
plant_arabidopsis	SYN_GO0002253	GO:0002253	biological_process	59	7.833	deep	specific	activation of immune response
plant_arabidopsis	SYN_GO0002218	GO:0002218	biological_process	57	7.883	deep	specific	activation of innate immune response
plant_arabidopsis	SYN_GO0010311	GO:0010311	biological_process	56	7.909	deep	specific	lateral root formation
plant_arabidopsis	SYN_GO0010214	GO:0010214	biological_process	53	7.988	deep	specific	seed coat development
plant_arabidopsis	SYN_GO0010183	GO:0010183	biological_process	50	8.072	deep	specific	pollen tube guidance
plant_arabidopsis	SYN_GO0010078	GO:0010078	biological_process	46	8.193	deep	specific	maintenance of root meristem identity
plant_arabidopsis	SYN_GO0009567	GO:0009567	biological_process	45	8.224	deep	specific	double fertilization forming a zygote and endosperm
plant_arabidopsis	SYN_GO0009742	GO:0009742	biological_process	44	8.257	deep	specific	brassinosteroid mediated signaling pathway
plant_arabidopsis	SYN_GO0010565	GO:0010565	biological_process	60	7.809	deep	other	regulation of ketone metabolic process
plant_arabidopsis	SYN_GO0051052	GO:0051052	biological_process	57	7.883	deep	other	regulation of DNA metabolic process
plant_arabidopsis	SYN_GO0071470	GO:0071470	biological_process	52	8.016	deep	other	cellular response to osmotic stress
plant_arabidopsis	SYN_GO0040011	GO:0040011	biological_process	50	8.072	deep	other	locomotion
plant_arabidopsis	SYN_GO0051606	GO:0051606	biological_process	49	8.101	deep	other	detection of stimulus
plant_arabidopsis	SYN_GO0009668	GO:0009668	biological_process	47	8.162	deep	other	plastid membrane organization
plant_arabidopsis	SYN_GO0048510	GO:0048510	biological_process	44	8.257	deep	other	regulation of timing of transition from vegetative to reproductive phase
plant_arabidopsis	SYN_GO0010109	GO:0010109	biological_process	43	8.290	deep	other	regulation of photosynthesis
plant_arabidopsis	SYN_GO0046983	GO:0046983	molecular_function	232	5.858	shallow	other	protein dimerization activity
plant_arabidopsis	SYN_GO0003735	GO:0003735	molecular_function	196	6.101	shallow	other	structural constituent of ribosome
plant_arabidopsis	SYN_GO0016758	GO:0016758	molecular_function	174	6.273	shallow	other	hexosyltransferase activity
plant_arabidopsis	SYN_GO0004674	GO:0004674	molecular_function	159	6.403	shallow	other	protein serine/threonine kinase activity
plant_arabidopsis	SYN_GO0016705	GO:0016705	molecular_function	130	6.694	shallow	other	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
plant_arabidopsis	SYN_GO0005507	GO:0005507	molecular_function	122	6.785	shallow	other	copper ion binding
plant_arabidopsis	SYN_GO0000166	GO:0000166	molecular_function	113	6.896	shallow	other	nucleotide binding
plant_arabidopsis	SYN_GO0008092	GO:0008092	molecular_function	103	7.030	shallow	other	cytoskeletal protein binding
plant_arabidopsis	SYN_GO0046527	GO:0046527	molecular_function	98	7.101	mid	other	glucosyltransferase activity
plant_arabidopsis	SYN_GO0032553	GO:0032553	molecular_function	87	7.273	mid	other	ribonucleotide binding
plant_arabidopsis	SYN_GO0032555	GO:0032555	molecular_function	81	7.376	mid	other	purine ribonucleotide binding
plant_arabidopsis	SYN_GO0035639	GO:0035639	molecular_function	78	7.431	mid	other	purine ribonucleoside triphosphate binding
plant_arabidopsis	SYN_GO0035251	GO:0035251	molecular_function	75	7.487	mid	other	UDP-glucosyltransferase activity
plant_arabidopsis	SYN_GO0016835	GO:0016835	molecular_function	72	7.546	mid	other	carbon-oxygen lyase activity
plant_arabidopsis	SYN_GO0060090	GO:0060090	molecular_function	69	7.608	mid	other	molecular adaptor activity
plant_arabidopsis	SYN_GO0038023	GO:0038023	molecular_function	64	7.716	mid	other	signaling receptor activity
plant_arabidopsis	SYN_GO0032559	GO:0032559	molecular_function	60	7.809	deep	other	adenyl ribonucleotide binding
plant_arabidopsis	SYN_GO0016407	GO:0016407	molecular_function	55	7.935	deep	other	acetyltransferase activity
plant_arabidopsis	SYN_GO0140677	GO:0140677	molecular_function	52	8.016	deep	other	molecular function activator activity
plant_arabidopsis	SYN_GO0016836	GO:0016836	molecular_function	51	8.044	deep	other	hydro-lyase activity
plant_arabidopsis	SYN_GO0015399	GO:0015399	molecular_function	48	8.131	deep	other	primary active transmembrane transporter activity
plant_arabidopsis	SYN_GO0004519	GO:0004519	molecular_function	47	8.162	deep	other	endonuclease activity
plant_arabidopsis	SYN_GO0004620	GO:0004620	molecular_function	43	8.290	deep	other	glycerophospholipase activity
plant_arabidopsis	SYN_GO0042626	GO:0042626	molecular_function	42	8.324	deep	other	ATPase-coupled transmembrane transporter activity
plant_arabidopsis	SYN_GO0005654	GO:0005654	cellular_component	248	5.762	shallow	other	nucleoplasm
plant_arabidopsis	SYN_GO0140513	GO:0140513	cellular_component	228	5.883	shallow	other	nuclear protein-containing complex
plant_arabidopsis	SYN_GO0005856	GO:0005856	cellular_component	188	6.162	shallow	other	cytoskeleton
plant_arabidopsis	SYN_GO0005789	GO:0005789	cellular_component	185	6.185	shallow	other	endoplasmic reticulum membrane
plant_arabidopsis	SYN_GO0005774	GO:0005774	cellular_component	171	6.298	shallow	other	vacuolar membrane
plant_arabidopsis	SYN_GO0098796	GO:0098796	cellular_component	164	6.359	shallow	other	membrane protein complex
plant_arabidopsis	SYN_GO0099503	GO:0099503	cellular_component	157	6.422	shallow	other	secretory vesicle
plant_arabidopsis	SYN_GO0042995	GO:0042995	cellular_component	133	6.661	shallow	other	cell projection
plant_arabidopsis	SYN_GO0099513	GO:0099513	cellular_component	112	6.909	mid	other	polymeric cytoskeletal fiber
plant_arabidopsis	SYN_GO0000785	GO:0000785	cellular_component	108	6.961	mid	other	chromatin
plant_arabidopsis	SYN_GO0016604	GO:0016604	cellular_component	103	7.030	mid	other	nuclear body
plant_arabidopsis	SYN_GO0005874	GO:0005874	cellular_component	101	7.058	mid	other	microtubule
plant_arabidopsis	SYN_GO1990351	GO:1990351	cellular_component	86	7.290	mid	other	transporter complex
plant_arabidopsis	SYN_GO1990204	GO:1990204	cellular_component	80	7.394	mid	other	oxidoreductase complex
plant_arabidopsis	SYN_GO0000138	GO:0000138	cellular_component	75	7.487	mid	other	Golgi trans cisterna
plant_arabidopsis	SYN_GO0030659	GO:0030659	cellular_component	68	7.629	mid	other	cytoplasmic vesicle membrane
plant_arabidopsis	SYN_GO0042646	GO:0042646	cellular_component	56	7.909	deep	other	plastid nucleoid
plant_arabidopsis	SYN_GO0000228	GO:0000228	cellular_component	51	8.044	deep	other	nuclear chromosome
plant_arabidopsis	SYN_GO0031978	GO:0031978	cellular_component	51	8.044	deep	other	plastid thylakoid lumen
plant_arabidopsis	SYN_GO0010287	GO:0010287	cellular_component	51	8.044	deep	other	plastoglobule
plant_arabidopsis	SYN_GO0042644	GO:0042644	cellular_component	49	8.101	deep	other	chloroplast nucleoid
plant_arabidopsis	SYN_GO0055028	GO:0055028	cellular_component	47	8.162	deep	other	cortical microtubule
plant_arabidopsis	SYN_GO0030880	GO:0030880	cellular_component	46	8.193	deep	other	RNA polymerase complex
plant_arabidopsis	SYN_GO0000502	GO:0000502	cellular_component	44	8.257	deep	other	proteasome complex
fungi	SYN_GO0019752	GO:0019752	biological_process	249	4.467	shallow	conserved	carboxylic acid metabolic process
fungi	SYN_GO0051604	GO:0051604	biological_process	194	4.827	shallow	conserved	protein maturation
fungi	SYN_GO0090407	GO:0090407	biological_process	176	4.967	shallow	conserved	organophosphate biosynthetic process
fungi	SYN_GO0055086	GO:0055086	biological_process	169	5.026	shallow	conserved	nucleobase-containing small molecule metabolic process
fungi	SYN_GO0008610	GO:0008610	biological_process	150	5.198	shallow	conserved	lipid biosynthetic process
fungi	SYN_GO0006260	GO:0006260	biological_process	135	5.350	shallow	conserved	DNA replication
fungi	SYN_GO0043161	GO:0043161	biological_process	122	5.496	shallow	conserved	proteasome-mediated ubiquitin-dependent protein catabolic process
fungi	SYN_GO0072521	GO:0072521	biological_process	119	5.532	shallow	conserved	purine-containing compound metabolic process
fungi	SYN_GO1903046	GO:1903046	biological_process	246	4.484	shallow	specific	meiotic cell cycle process
fungi	SYN_GO0007165	GO:0007165	biological_process	243	4.502	shallow	specific	signal transduction
fungi	SYN_GO0035556	GO:0035556	biological_process	210	4.713	shallow	specific	intracellular signal transduction
fungi	SYN_GO0032502	GO:0032502	biological_process	173	4.992	shallow	specific	developmental process
fungi	SYN_GO0048856	GO:0048856	biological_process	142	5.277	shallow	specific	anatomical structure development
fungi	SYN_GO0043934	GO:0043934	biological_process	134	5.361	shallow	specific	sporulation
fungi	SYN_GO0030435	GO:0030435	biological_process	125	5.461	shallow	specific	sporulation resulting in formation of a cellular spore
fungi	SYN_GO0043935	GO:0043935	biological_process	116	5.569	shallow	specific	sexual sporulation resulting in formation of a cellular spore
fungi	SYN_GO0033043	GO:0033043	biological_process	244	4.496	shallow	other	regulation of organelle organization
fungi	SYN_GO0048878	GO:0048878	biological_process	201	4.776	shallow	other	chemical homeostasis
fungi	SYN_GO0070925	GO:0070925	biological_process	176	4.967	shallow	other	organelle assembly
fungi	SYN_GO1902679	GO:1902679	biological_process	161	5.096	shallow	other	negative regulation of RNA biosynthetic process
fungi	SYN_GO0000280	GO:0000280	biological_process	148	5.217	shallow	other	nuclear division
fungi	SYN_GO0051130	GO:0051130	biological_process	135	5.350	shallow	other	positive regulation of cellular component organization
fungi	SYN_GO0006417	GO:0006417	biological_process	123	5.484	shallow	other	regulation of translation
fungi	SYN_GO0031505	GO:0031505	biological_process	118	5.544	shallow	other	fungal-type cell wall organization
fungi	SYN_GO0000956	GO:0000956	biological_process	106	5.699	mid	conserved	nuclear-transcribed mRNA catabolic process
fungi	SYN_GO0006352	GO:0006352	biological_process	100	5.783	mid	conserved	DNA-templated transcription initiation
fungi	SYN_GO0006457	GO:0006457	biological_process	96	5.842	mid	conserved	protein folding
fungi	SYN_GO1901293	GO:1901293	biological_process	82	6.069	mid	conserved	nucleoside phosphate biosynthetic process
fungi	SYN_GO0006400	GO:0006400	biological_process	79	6.123	mid	conserved	tRNA modification
